Date of Sale (dd/mm/yyyy),Address,Postal Code,County, Price ,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
16/07/2018,"25 DEANSTOWN PARK, FINGLAS WEST, DUBLIN 11",,Dublin,225000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"25 RATHVILLY DR, FINGLAS SOUTH, DUBLIN 11",Dublin 11,Dublin,207000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"26 CROMLECH FIELDS, BALLYBRACK, KILLINEY",,Dublin,307500.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"26 KILLAKEE, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,450000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"26 SEAPARK DR, CLONTARF, DUBLIN 3",,Dublin,620000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"260 GLASNEVIN AVENUE, DUBLIN 11",Dublin 11,Dublin,400000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"28 ASHFIELD ROAD, RANELAGH, DUBLIN 6",Dublin 6,Dublin,940000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"28 Park Terrace North, Belltree, Clongriffin",Dublin 13,Dublin,339207.00,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
16/07/2018,"29 Citywest Avenue, Cuil Duin, Citywest",Dublin 24,Dublin,259911.89,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
16/07/2018,"3 AILESBURY OAKS, AILESBURY RD, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,741500.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"30 Castleknock Cross, Castleknock, Dublin 15",,Dublin,660793.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/07/2018,"32 Larkfield Way, Clay Farm, Leopardstown",Dublin 18,Dublin,511013.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
16/07/2018,"35 LEVMOSS AVENUE, LEVMOSS PARK, THE GALLOPS",Dublin 18,Dublin,360000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"36 WINDERMERE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,310000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"37 ANNAGH COURT, WATERVILLE, BLANCHARDSTOWN",Dublin 15,Dublin,233000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"40 REUBEN ST, RIALTO, DUBLIN 8",Dublin 8,Dublin,510000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"42 GRANVILLE PARK, BLACKROCK, DUBLIN",,Dublin,820000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"47 BALNAGOWAN, PALMERSTON PARK, DUBLIN 6",Dublin 6,Dublin,350000.00,Yes,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"5 Clonrath Green, Lusk",,Dublin,268722.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
16/07/2018,"5 Shackleton Grove, Shackleton Park, Lucan",,Dublin,281938.31,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/07/2018,"50 Red Arches Avenue, The Coast, Baldoyle  Dublin 13",,Dublin,220264.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
16/07/2018,"51 OAKDOWNS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,180000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"55 Beechwood Gate, Beechwood, Hansfield",Dublin 15,Dublin,331938.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/07/2018,"57 CHARLESTOWN PARK, ST MARGARETS RD, DUBLIN 11",Dublin 11,Dublin,265000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"6  Shackleton Grove, Shackleton Park, Lucan",,Dublin,282489.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/07/2018,"6 The Well, Scholarstown Wood, Scholarstown Road",Dublin 16,Dublin,524229.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/07/2018,"62 GRANGEBROOK AVE, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,91600.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"70 CASTLELAND PARK, BALBRIGGAN, DUBLIN",,Dublin,213000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"71 MOY GLAS CHASE, LUCAN, DUBLIN",,Dublin,315000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"71 SHREWSBURY LAWN, CABINTEELY, DUBLIN 18",Dublin 18,Dublin,870000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"75 WOODFORD DRIVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"79 DEERPARK PLACE, KILTIPPER, DUBLIN 24",Dublin 24,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"8 GROTTO PLACE, BOOTERSTOWN, BLACKROCK",,Dublin,715000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"91 KILLMAINHAMBANK, EMMET RD, DUBLIN 8",Dublin 8,Dublin,232500.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"9C METROPOLITAN APTS, INCHICORE RD, DUBLIN 8",Dublin 8,Dublin,315000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"APT 10, PARKVIEW MANSIONS, 113 HAROLDSCROSS RD DUBLIN 6W",,Dublin,215000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"APT 24, AVOCA HALL, BLACKROCK",,Dublin,505000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"APT 38, ONYX, THE GRANGE",,Dublin,370000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"APT A 35 NORTH SUMMER ST, DUBLIN 1, DUBLIN",Dublin 1,Dublin,470000.00,No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"MAPLE TREE HOUSE, BULLOCK HARBOUR, DALKEY",,Dublin,3170000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"1 Aldermere View, Clonsilla",Dublin 15,Dublin,361939.48,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"1 FOXBOROUGH HEIGHTS, LUCAN, DUBLIN",,Dublin,281000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"1 Mount Eustace Rise, Tyrrelstown",Dublin 15,Dublin,245056.03,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"102 Huntstown Rise, Mulhuddart",Dublin 15,Dublin,260880.20,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"11 BELLGREE WOODS, TYRELLSTOWN, DUBLIN 15",Dublin 15,Dublin,217500.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"110 CROMLECH FIELDS, BALLYBRACK, DUBLIN",,Dublin,320000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"111 TEMPLEVILLE RD, TERENURE, DUBLIN 6W",,Dublin,645000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"111 THE LIGHTHOUSE, EAST WALL RD, LIGHTHOUSE DUBLIN 3",Dublin 3,Dublin,412050.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"12 Orwell Hall, Block C, Marianella",,Dublin,528634.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"12 WATERMILL RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,587500.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"13 DISWELLSTOWN VIEW, CASTLEKNOCK, DUBLIN",,Dublin,419525.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"13 Hawthorn Walk, Bird Avenue, Clonskeagh",Dublin 14,Dublin,356828.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"13 Peyton Avenue, Peyton, Rathcoole",,Dublin,431718.06,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"14 DUN EMER RD, SANDYFORD RD, DUBLIN 16",Dublin 16,Dublin,695000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"147 BALROTHERY EST, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,337000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"15 MOYLARAGH LANE, BALBRIGGAN, DUBLIN",,Dublin,195000.00,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"17 STOCKTON DR, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,635000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"18 Clairville Lodge, Malahide, Co Dublin",,Dublin,660793.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"18 GLENAMUCK COTTAGES, GLENAMUCK RD, DUBLIN 18",Dublin 18,Dublin,425000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"18 GLENHILL GROVE, FINGLAS, DUBLIN 11",Dublin 11,Dublin,370000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"18 Grace Park Way, Grace Park Wood, Grace Park Road",Dublin 9,Dublin,418502.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"19 Northwood Green, Santry Avenue, Santry",,Dublin,339206.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"19 Walkinstown Crescent, Walkinstown",Dublin 12,Dublin,333853.00,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"2 EDENVALE ROAD, RANELAGH, DUBLIN 6",Dublin 6,Dublin,970000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"2 LOUGHSHINNY BAY, SKERRIES, DUBLIN",,Dublin,385000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"2 MOUNT EUSTACE GREEN, TYRRELLSTOWN, DUBLIN 15",Dublin 15,Dublin,258000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"2 SEAGRANGE AVE, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,365000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"20 BERESFORD GARDENS, DONABATE",,Dublin,378854.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
17/07/2018,"20 CLONSHAUGH GROVE, COOLOCK, DUBLIN 17",Dublin 17,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"21 ABBEY PARK, BLACKROCK, DUBLIN",,Dublin,572000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"21 MURTAGH RD, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,370000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"21 PAIRC MHUIRE, SAGGART, DUBLIN",Dublin 24,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"23 FOREST DALE, SWORDS, DUBLIN",,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"23 THE GREEN, KENSINGTON LODGE, ROCHESTOWN AVE",,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"25 Brookdale Court, Swords",,Dublin,277036.00,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"26 CROTTY AVE, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,340000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"26 FORTFIELD RD, TERENURE, DUBLIN 6W",,Dublin,670000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"26 SECOND AVE, SEVILLE PLACE, DUBLIN 1",Dublin 1,Dublin,230000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"27 THE CRESCENT, THE PADDOCKS, ADAMSTOWN",,Dublin,343000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"28 GLENOMENA PARK, BLACKROCK, DUBLIN",,Dublin,937000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"28 KILCARRIG GREEN, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,235000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"3 Hawthorn Walk, Bird Avenue, Clonskeagh",Dublin 14,Dublin,348017.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"31 HANOVER DOCK, HANOVER QUAY, DUBLIN 2",Dublin 2,Dublin,600000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"31 Phoenix Manor, Blackhorse Avenue",Dublin 8,Dublin,296939.00,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"32 Ashton Rise, Ashton Broc, Swords",,Dublin,227902.45,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"34 COMERAGH RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,302000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"35 ARKLOW ST, DUBLIN 7, DUBLIN",Dublin 7,Dublin,340000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"35 NEW BANCROFT HALL, OLD TALLAGHT VILLAGE, TALLAGHT DUBLIN 24",Dublin 24,Dublin,255500.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"37 EDENMORE AVENUE, RAHENY, DUBLIN 5",,Dublin,265000.00,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"37 Rosedale Crescent, Clonee",Dublin 15,Dublin,247183.83,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"38 MONASTERY RISE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,400000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"38 Monksfield Heights, Clondalkin",Dublin 22,Dublin,246445.75,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"38 ST DAVIDS WOOD, ARTANE DUBLIN 5, DUBLIN",Dublin 5,Dublin,225000.00,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"4 DALETREE DR, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,381000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"4 GRIFFEEN GLEN COURTYARD, LUCAN, COUNTY DUBLIN",,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"4 Shackleton Grove, Lucan",,Dublin,308657.14,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
17/07/2018,"41 FOXBOROUGH RD, LUCAN, DUBLIN",,Dublin,285000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"42 Castlefield Court, Clonsilla",Dublin 15,Dublin,370810.48,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"42 SLIEVEBLOOM PARK, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,352000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"42 THE WATERFRONT, HANOVER QUAY, DUBLIN 2",Dublin 2,Dublin,85000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"43 WINDMILL LANE, WINDMILL, DUBLIN 12",Dublin 12,Dublin,315000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"45 St John's Court, Kilmore Road, Artane",Dublin 5,Dublin,292178.23,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"5 Grange Abbey Drive, Donaghmede  Baldoyle",Dublin 13,Dublin,293943.15,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"51 THE OAK, ROCKFIELD, DUNDRUM",,Dublin,650000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"52 RATHLAWNS, RATHCOOLE, DUBLIN",Dublin 24,Dublin,283000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"53 LUDFORD DR, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,600000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"57 Ardilea Crescent, Heidelberg, Ardilea",,Dublin,480175.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"58 DINGLE RD, CABRA, DUBLIN 7",Dublin 7,Dublin,334750.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"58 STEPASIDE PARK, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,701027.50,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"6 Hawthorn Walk, Bird Avenue, Clonskeagh",Dublin 13,Dublin,444933.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"6 KILBRIDE RD, KILLESTER, DUBLIN 5",Dublin 5,Dublin,665000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"68 MOERAN RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,330000.00,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"7 MOUNT PROSPECT GROVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,595000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"74 Bremore Castle, Hamlet Lane, Balbriggan",,Dublin,174959.55,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"76 Beechwood Gate, Beechwood, Hansfield",,Dublin,299559.46,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"84 Rusheeney Avenue, Rusheeney Village, Hartstown",Dublin 15,Dublin,250963.00,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"9 BEAU PARK MEWS, CLONGRIFFIN, DUBLIN 13",Dublin 13,Dublin,228000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"9 MAIN ST, NEWCASTLE, CO DUBLIN",,Dublin,310000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"9 Shackleton Park, Shackleton, Lucan",,Dublin,330400.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2018,"91 BEECH LAWN, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,625000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"Apartments 9  10  11  12  13  14, 15 and 16  Kelly's Bay Harbour, Skerries",,Dublin,1742724.31,Yes,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"APT 1, 57 MARLBOROUGH STREET, DUBLIN 1",,Dublin,190000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"APT 82 KILTIPPER GATE, KILTIPPER WAY, TALLAGHT DUBLIN 24",Dublin 24,Dublin,218000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"BLOCK C8, BALLYMOUNT SQ, BALLYMOUNT RD DUBLIN 12",Dublin 12,Dublin,240000.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"I2 KILCRONAN CRESCENT, CLONDALKIN DUBLIN 22, DUBLIN",Dublin 22,Dublin,237500.00,No,No,Second-Hand Dwelling house /Apartment,
17/07/2018,"No. 15 Park View, Hansfield Wood, Hansfield",,Dublin,303964.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"10 THE ORCHARD, OLDTOWN, DUBLIN",,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"101 Ballygossan Park, Golf Links Road, Skerries",,Dublin,334801.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"11 Ballycullen View, Ballycullen, Dublin 24",Dublin 24,Dublin,356828.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"11 SHANOWEN CRESCENT, SANTRY, DUBLIN",Dublin 9,Dublin,190333.33,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"111 CIANLEA, SWORDS, DUBLIN",,Dublin,286500.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"11A SHANOWEN CRESCENT, SANTRY, CO DUBLIN",Dublin 9,Dublin,190333.33,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"11B SHANOWEN CRESCENT, SANTRY, CO DUBLIN",Dublin 9,Dublin,190333.33,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"12 QUARRYFIELD COURT, KNOCKMEENAGH LANE, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,170000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"122 KILDARE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,260000.00,Yes,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"13 BEAUMONT COURT, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,240000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"13 BROOKVALE, RATHFARNHAM RD, DUBLIN 14",Dublin 14,Dublin,282500.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"13 ELLENSBOROUGH PARK, KILTIPPER RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"14 WILLOW COURT, DRUID VALLEY, CABINTEELY DUBLIN 18",Dublin 18,Dublin,490000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"15 Hawthorn Avenue, Bird Avenue, Clonskeagh",Dublin 14,Dublin,770925.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"15 Ravenswood Road, Clonsilla",Dublin 15,Dublin,392000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"16 Blackberry Hill, Glenamuck Road, Carrickmines",,Dublin,612334.80,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/07/2018,"16 PARLIAMENT BUILDINGS, PARLIAMENT STREET, DUBLIN 2",Dublin 2,Dublin,305000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"16 RUGBY ROAD, RANELAGH, DUBLIN 6",Dublin 6,Dublin,700000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"163 ASHCROFT, RAHENY, DUBLIN 5",Dublin 5,Dublin,147428.00,Yes,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"17 ASHFIELD GROVE, RIDGEWOOD, FORREST ROAD",,Dublin,396475.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/07/2018,"17 BEAUFIELD MANOR, WOODLANDS AVE, STILLORGAN",,Dublin,401000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"18 BEECHFIELD CLOSE, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,422000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"18 MONASTERY HEATH SQ, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"19 HERBERTON WALK, RIALTO, DUBLIN 8",Dublin 8,Dublin,370000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"19 RIVERBANK, DODDER PARK RD, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"19A HERBERT LANE, DUBLIN 2, DUBLIN",Dublin 2,Dublin,375000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"1a  Lakelands Avenue, Stillorgan, Blackrock",,Dublin,295000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/07/2018,"2 OLD ESTUARY MILL, ESTUARY RD, MALAHIDE",,Dublin,820000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"2 ST MARYS RD, HOWTH, DUBLIN",Dublin 13,Dublin,501000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"21 BROADMEADOWS, SWORDS, DUBLIN",,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"21 MUILEANN CLOSE, KETTLES' LANE, KINSEALY",,Dublin,321587.09,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/07/2018,"22 BARONS HALL PARK, BALBRIGGAN, DUBLIN",,Dublin,150000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"22 MONASTERY HEATH SQ, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"22 QUARRYFIELD COURT, KNOCKMEENAGH LANE, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,170000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"22 THE SWEEPSTAKES, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,815000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"24 GEORGES QUAY, DUBLIN 2, DUBLIN CITY",Dublin 2,Dublin,305000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"25 GRIFFEEN GLEN DENE, LUCAN, DUBLIN",,Dublin,322000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"29 CASTLE PARK RD, SANDYCOVE, DUBLIN",,Dublin,1380000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"3 ADMIRAL COURT, WILLIE NOLAN RD, BALDOYLE",Dublin 13,Dublin,295000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"3 QUARRYFIELD COURT, KNOCKMEENAGH LANE, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,170000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"30 Beechwood Gate, Beechwood, Hansfield",Dublin 15,Dublin,279735.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"30 MERLYN ROAD, BALLSBRIDGE, DUBLIN 4",,Dublin,1565000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"30 THE CRESCENT, ONGAR, CLONEE",Dublin 15,Dublin,148000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"313 CASTLEFORBES, BLOCK 3E, CASTLEFORBES SQ DUBLIN 1",Dublin 1,Dublin,315000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"32 Barnwell Grove, Hansfield, Clonsilla",Dublin 15,Dublin,343612.33,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"33 WATERSIDE PARK, SWORDS RD, MALAHIDE",,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"34 IONA VILLAS, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,800000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"35 BEAUMONT RD, DRUMCONDRA, WHITEHALL DUBLIN 9",Dublin 9,Dublin,477000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"35 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"35 LOMBARD ST WEST, PORTOBELLO, DUBLIN 8",Dublin 8,Dublin,665000.00,No,No,Second-Hand Dwelling house /Apartment,
